GeoFips,GeoName,LineCode,Description,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3
55000,Wisconsin,51,      Finance and insurance,16651,17180,17653.1,17040.8,17213.2,16681,17056.4,17597.4,17952.7,18626,18755.4,18307.2,18130.2,17546.4,15630.5,12841.5,16697.2,17541.4,17697.9,17606.8,17625.2,17452.5,17500.9,18225.2,17447.9,17951.1,18345,18534,20556.7,20170.2,20282.5,18895.1,17978.1,17514.7,18270.7,19549.7,20908.1,22857.7,23437.9,23856.7,24603.6,25344.9,24693.7,25114.7,24908.2,25728.9,27063.9,28098.2,26218.3,26672.9,26550.7,26435.1,26734.3,27018.3,27486.5
55000,Wisconsin,56,      Real estate and rental and leasing,25689.4,26068.2,26334.4,26216.3,25823,26313.7,26842.4,27332.6,27557.6,27913.9,28756.9,28894.6,29384.6,29048.7,29291.4,29941.9,30896.1,30974.5,31525.7,32210.2,31703.3,32008.1,32142.9,32794.9,32630.5,33370.2,33748.9,34526.4,33953.3,34263,34411.6,33958.8,34643.4,34533.1,34960.1,34879.2,34414.5,34668.2,34928.8,34898.7,35104.9,35347,35795.8,36096.8,36629.9,37102.3,37224.1,37349.5,37537.8,37787.3,38032.7,38337.3,38878.4,39454.4,39910
55000,Wisconsin,60,"      Professional, scientific, and technical services",8847.3,8812.2,9004.7,8971.3,9338.5,9430.6,9487.8,9754.6,9779.1,10004.6,10353.8,10697.6,10908.9,11202.6,11518.1,11370.6,10976.9,10583.1,10587.6,10619.9,10815.7,11022.1,11198.8,11345.8,11145.6,11222.5,11233.5,11394.3,11529.7,11790.3,11913.9,11787.4,11905,11795.6,11989.6,12102.8,12026.6,12310.2,12554.6,12691.6,13017.6,13067.8,13296.8,13350.2,13405.1,13385.7,13609,13787,13847,14129.7,14195.6,14222.5,14857,15201.3,15273.1
55000,Wisconsin,64,      Management of companies and enterprises,4248.3,4478,4642.6,4578.7,4848.1,4808,5137.4,5002.8,5408.7,5190.7,4959.3,5158.7,4786.5,5273.8,5256.7,5468.9,5042,5314.2,5431.8,5236.9,5631.5,5664.3,5733.6,6047.2,6097.8,5952.5,6653.5,6258.5,6377.2,6452.5,6574.9,7027.1,6749.6,7733.7,7037,7333.7,7393.1,7575.8,7637.6,7927.4,7955.5,7848.9,8322.6,8256.3,8813.7,9092.9,9014.2,9415.8,8694,8641.2,9014.5,9215.4,9616.4,9677.6,9695.5
55000,Wisconsin,65,      Administrative and support and waste management and remediation services,4782.2,4851.9,4878.1,4937.5,5061.9,5133.9,5126.7,5225.9,5409.2,5599.8,5689.6,5865,5911.6,5908.4,5964.3,5946.9,5468.6,5324.6,5362,5480.5,5617.2,5814.8,6005.4,6112,6259.8,6264.4,6315.8,6319.9,6340.5,6390,6273.2,6279.8,6536,6570.6,6774.7,6905.8,6811.9,6887.4,7009.4,7125.8,7011.8,7071.7,7104.2,7231.3,7277,7343.3,7413.7,7593.5,7780.5,7861.3,7970.4,8027.2,8203.2,8358.1,8428.1
55000,Wisconsin,69,      Educational services,1995.1,1965,1981.4,2036.5,2098.5,2134.1,2150.7,2188.1,2237.9,2248.4,2288.2,2387.9,2425.1,2475.9,2557.6,2702.4,2810.6,2857.5,2897.2,2823.4,3002.8,3213.8,2808.1,3029.4,3110.6,3164.4,3111.9,3178.9,3213.5,3203,3254.7,3222.6,3298.5,3287.5,3294,3362.2,3377.6,3337.9,3361.2,3263.2,3312.3,3339.5,3374,3315.3,3447.1,3456.3,3457.8,3778.9,3453.4,3513.2,3525.5,3494,3595.6,3591,3665.3
55000,Wisconsin,70,      Health care and social assistance,17531.6,17746.7,18164.9,18274.6,18528.3,18878.2,18923.8,19132.5,19075.3,19487.1,19710.7,20149.4,20682.1,20932.3,21370.4,21767.8,22300.8,22299,22413.3,22470.7,22018,22412.2,22501.5,22909.5,22808.6,23361.1,23526.7,23371.3,23951.9,23827.3,23897.6,24220.3,24224.2,24230.6,25704.4,24935.3,24682.1,24740.7,24913.2,24936.1,25423.7,25274.9,25633.9,25869.4,26272.8,26812.5,26895.3,27327.5,27291.2,27918.6,27768.6,28293.3,28482,28883.3,29224.7
55000,Wisconsin,76,"      Arts, entertainment, and recreation",1633.9,1565.6,1627.9,1648.6,1753.6,1845.3,1794.7,1754.2,1759.9,1839.7,1811.2,1861.6,1750.1,1822,1946.1,1924.9,1772.2,1846.1,1774.3,1907.7,2032.9,1759.3,1932.1,1931.8,2119,1951.2,2143.8,1964.4,2006.8,2182,2079.7,2145.6,2049,2306,2129.2,2277.8,2315.3,2226.5,2355.2,2282.8,2108.7,2169.3,2123.7,2194.4,2099.9,2154.3,2279.9,2340.4,2301.5,2065.6,2239,2242.7,2519.8,2583.4,2643.2
55000,Wisconsin,79,      Accommodation and food services,4911.8,4986.5,5005.8,5006,5137.4,5131.3,5155.9,5192.9,5187.4,5179.6,5193.2,5280.7,5212,5264.7,5361,5374.6,5348.7,5334.2,5395.2,5339,5428.2,5437.4,5457,5526,5631.8,5713.4,5743.9,5792.8,5945.9,6089.4,6007.7,6110.2,6231.8,6277.8,6364.2,6436.5,6566.6,6716.9,6840.9,6917.5,7039,7113.9,7197,7275.6,7270.2,7282,7390.7,7428.5,7514.7,7584.4,7640.1,7686.5,7743.4,7881,7989
55000,Wisconsin,82,      Other services (except government and government enterprises),5388,5437.2,5507.8,5540.7,5568.7,5619.2,5609,5657.4,5660.3,5650.9,5638.3,5673.3,5605.5,5642.1,5683.8,5761.7,5725.3,5659,5652.3,5648.5,5612,5677.7,5749.3,5818,5736.6,5769.6,5790.7,5800.4,5905.4,5912.4,5953.1,5949.3,5971.3,6003.9,6051.7,6138.8,6107.5,6208.3,6325.2,6336.6,6386.5,6455.2,6449.9,6494.4,6554.9,6596.1,6681.8,6747.4,6794.3,6900.1,6960,7036.5,7112.7,7199.8,7236.1
